NoNota,TglNota,NmSupplier,Keterangan,Total,Pembayaran,TglFaktur,NoFaktur,Retur,TransBy
012024/NPB/000041,2024-01-09,AICE MADIUN,,"Rp2,231,999",KREDIT,2024-01-09,,0,IKA
012024/NPB/000079,2024-01-16,AICE MADIUN,,"Rp55,000",KREDIT,2024-01-16,,0,IKA
012024/NPB/000080,2024-01-16,AICE MADIUN,,"Rp2,160,008",KREDIT,2024-01-16,,0,IKA
012024/NPB/000101,2024-01-23,AICE MADIUN,,"Rp2,041,993",KREDIT,2024-01-23,,0,IKA
012024/NPB/000141,2024-01-30,AICE MADIUN,,"Rp2,720,508",KREDIT,2024-01-30,,0,IKA
022024/NPB/000018,2024-02-09,AICE MADIUN,,"Rp2,243,708",KREDIT,2024-02-09,,0,IKA
022024/NPB/000042,2024-02-16,AICE MADIUN,,"Rp2,150,577",KREDIT,2024-02-16,,0,IKA
022024/NPB/000056,2024-02-20,AICE MADIUN,,"Rp1,299,264",KREDIT,2024-02-20,,0,IKA
032024/NPB/000006,2024-03-05,AICE MADIUN,,"Rp1,089,016",KREDIT,2024-03-05,,0,IKA
042024/NPB/000037,2024-04-23,AICE MADIUN,,"Rp595,500",KREDIT,2024-04-23,,0,IKA
042024/NPB/000038,2024-04-23,AICE MADIUN,,"Rp1,043,000",KREDIT,2024-04-23,,0,IKA
042024/NPB/000039,2024-04-23,AICE MADIUN,,"Rp555,484",KREDIT,2024-04-23,,0,IKA
042024/NPB/000040,2024-04-23,AICE MADIUN,,"Rp498,100",KREDIT,2024-04-23,,0,IKA
042024/NPB/000041,2024-04-23,AICE MADIUN,,"Rp150,480",KREDIT,2024-04-23,,0,IKA
042024/NPB/000231,2024-04-30,AICE MADIUN,,"Rp788,080",TUNAI,2024-04-30,,0,MEI
042024/NPB/000232,2024-04-30,AICE MADIUN,,"Rp22,940",TUNAI,2024-04-30,,0,MEI
042024/NPB/000233,2024-04-30,AICE MADIUN,,"Rp688,000",TUNAI,2024-04-30,,0,MEI
042024/NPB/000234,2024-04-30,AICE MADIUN,,"Rp657,000",TUNAI,2024-04-30,,0,MEI
042024/NPB/000235,2024-04-30,AICE MADIUN,,"Rp556,500",TUNAI,2024-04-30,,0,MEI
042024/NPB/000237,2024-04-30,AICE MADIUN,,"Rp504,000",TUNAI,2024-04-30,,0,MEI
052024/NPB/000080,2024-05-07,AICE MADIUN,,"Rp2,656,000",TUNAI,2024-05-07,,0,MEI
052024/NPB/000135,2024-05-11,AICE MADIUN,,"Rp2,150,001",TUNAI,2024-05-11,,0,MEI
052024/NPB/000163,2024-05-14,AICE MADIUN,,"Rp1,105,501",TUNAI,2024-05-14,,0,MEI
052024/NPB/000226,2024-05-25,AICE MADIUN,,"Rp3,005,517",TUNAI,2024-05-25,,0,MEI
062024/NPB/000017,2024-06-04,AICE MADIUN,,"Rp2,684,001",KREDIT,2024-06-04,,0,MEI
062024/NPB/000054,2024-06-11,AICE MADIUN,,"Rp2,260,501",KREDIT,2024-06-11,,0,MEI
102023/NPB/000059,2023-10-24,AICE MADIUN,,"Rp1,616,199",TUNAI,2023-10-24,,0,IKA
112023/NPB/000010,2023-11-03,AICE MADIUN,,"Rp1,112,600",KREDIT,2023-11-03,,0,IKA
112023/NPB/000022,2023-11-07,AICE MADIUN,,"Rp978,993",TUNAI,2023-11-07,,0,IKA
112023/NPB/000049,2023-11-13,AICE MADIUN,,"Rp1,558,100",TUNAI,2023-11-13,,0,IKA
112023/NPB/000072,2023-11-18,AICE MADIUN,,"Rp992,600",TUNAI,2023-11-18,,0,IKA
112023/NPB/000081,2023-11-21,AICE MADIUN,,"Rp1,633,109",KREDIT,2023-11-21,,0,IKA
112023/NPB/000109,2023-11-28,AICE MADIUN,,"Rp1,973,199",KREDIT,2023-11-28,,0,IKA
122023/NPB/000051,2023-12-12,AICE MADIUN,,"Rp2,148,708",KREDIT,2023-12-12,,0,IKA
122023/NPB/000076,2023-12-19,AICE MADIUN,,"Rp1,061,500",KREDIT,2023-12-19,,0,IKA
122023/NPB/000100,2023-12-26,AICE MADIUN,,"Rp2,117,009",KREDIT,2023-12-26,,0,IKA
122023/NPB/000124,2023-12-31,AICE MADIUN,,"Rp1,276,500",KREDIT,2023-12-31,,0,IKA
052024/NPB/000036,2024-05-02,ANGKASA,,"Rp19,001",TUNAI,2024-05-01,,0,MEI
052024/NPB/000051,2024-05-04,ANGKASA,,"Rp31,200",TUNAI,2024-05-01,,0,MEI
052024/NPB/000108,2024-05-09,ARMIDAS GONTOR,,"Rp225,000",KREDIT,2024-05-09,,0,MEI
052024/NPB/000223,2024-05-25,BBC BIB BIB COLLECTION,,"Rp222,400",KREDIT,2024-05-25,,0,MEI
102023/NPB/000084,2023-10-28,BEAR BRAND,,"Rp2,831,400",TUNAI,2023-10-28,,0,IKA
012024/NPB/000082,2024-01-17,CV CHAMPION ABADI PERKASA,,"Rp2,353,877",KREDIT,2024-01-17,,0,IKA
012024/NPB/000151,2024-01-31,CV CHAMPION ABADI PERKASA,,"Rp2,420,513",TUNAI,2024-01-31,,0,IKA
012024/NPB/000152,2024-01-31,CV CHAMPION ABADI PERKASA,,"Rp144,396",TUNAI,2024-01-31,,0,IKA
022024/NPB/000043,2024-02-16,CV CHAMPION ABADI PERKASA,,"Rp1,860,828",KREDIT,2024-02-16,,0,IKA
042024/NPB/000056,2024-04-24,CV CHAMPION ABADI PERKASA,,"Rp261,404",TUNAI,2024-04-24,,0,IKA
042024/NPB/000057,2024-04-24,CV CHAMPION ABADI PERKASA,,"Rp1,072,257",TUNAI,2024-04-24,,0,IKA
052024/NPB/000084,2024-05-08,CV CHAMPION ABADI PERKASA,,"Rp469,200",TUNAI,2024-05-08,,0,MEI
062024/NPB/000023,2024-06-05,CV CHAMPION ABADI PERKASA,,"Rp4,935,810",TUNAI,2024-06-05,,0,MEI
112023/NPB/000028,2023-11-08,CV CHAMPION ABADI PERKASA,,"Rp1,735,161",TUNAI,2023-11-08,,0,IKA
112023/NPB/000089,2023-11-22,CV CHAMPION ABADI PERKASA,,"Rp1,271,682",TUNAI,2023-11-22,,0,IKA
122023/NPB/000031,2023-12-06,CV CHAMPION ABADI PERKASA,,"Rp1,452,788",TUNAI,2023-12-06,,0,IKA
122023/NPB/000079,2023-12-20,CV CHAMPION ABADI PERKASA,,"Rp1,752,264",TUNAI,2023-12-20,,0,IKA
012024/NPB/000053,2024-01-12,CV. CAHAYA SURYA ,,"Rp917,800",TUNAI,2024-01-12,,0,IKA
012024/NPB/000122,2024-01-26,CV. CAHAYA SURYA ,,"Rp796,000",KREDIT,2024-01-26,,0,IKA
022024/NPB/000045,2024-02-17,CV. CAHAYA SURYA ,,"Rp987,800",KREDIT,2024-02-17,,0,IKA
022024/NPB/000076,2024-02-29,CV. CAHAYA SURYA ,,"Rp839,800",KREDIT,2024-02-29,,0,IKA
112023/NPB/000008,2023-11-02,CV. CAHAYA SURYA ,,"Rp1,237,800",TUNAI,2023-11-02,,0,IKA
112023/NPB/000060,2023-11-16,CV. CAHAYA SURYA ,,"Rp1,101,000",TUNAI,2023-11-16,,0,IKA
112023/NPB/000119,2023-11-30,CV. CAHAYA SURYA ,,"Rp976,000",TUNAI,2023-11-30,,0,IKA
122023/NPB/000115,2023-12-28,CV. CAHAYA SURYA ,,"Rp976,000",TUNAI,2023-12-28,,0,IKA
052024/NPB/000265,2024-05-31,CV. JAGO DISTRIBUTION,,"Rp527,472",KREDIT,2024-05-31,,0,MEI
062024/NPB/000003,2024-06-01,CV. JAGO DISTRIBUTION,,"Rp581,640",KREDIT,2024-05-31,,0,MEI
012024/NPB/000047,2024-01-11,CV. PRATAMA JAYA,,"Rp578,020",KREDIT,2024-01-11,,0,IKA
012024/NPB/000115,2024-01-25,CV. PRATAMA JAYA,,"Rp767,388",KREDIT,2024-01-25,,0,IKA
022024/NPB/000069,2024-02-23,CV. PRATAMA JAYA,,"Rp504,532",KREDIT,2024-02-23,,0,IKA
052024/NPB/000149,2024-05-13,CV. PRATAMA JAYA,,"Rp2,205,402",TUNAI,2024-05-13,,0,MEI
052024/NPB/000248,2024-05-30,CV. PRATAMA JAYA,,"Rp2,301,001",TUNAI,2024-05-30,,0,MEI
052024/NPB/000262,2024-05-31,CV. PRATAMA JAYA,,"Rp2,828,329",KREDIT,2024-05-31,,0,MEI
102023/NPB/000044,2023-10-21,CV. PRATAMA JAYA,,"Rp578,028",KREDIT,2023-10-21,,0,IKA
122023/NPB/000054,2023-12-13,CV. PRATAMA JAYA,,"Rp698,852",KREDIT,2023-12-13,,0,IKA
122023/NPB/000078,2023-12-20,CV. PRATAMA JAYA,,"Rp851,000",TUNAI,2023-12-20,,0,IKA
012024/NPB/000100,2024-01-23,CV. TIRTA RAHARJA (SUB. DIST. MAYORA),,"Rp1,839,400",TUNAI,2024-01-23,,0,IKA
022024/NPB/000016,2024-02-09,CV. TIRTA RAHARJA (SUB. DIST. MAYORA),,"Rp1,128,600",TUNAI,2024-02-09,,0,IKA
012024/NPB/000031,2024-01-06,CV. TIRTA WARNA,,"Rp327,500",TUNAI,2024-01-06,,0,IKA
012024/NPB/000050,2024-01-11,CV. TIRTA WARNA,,"Rp190,500",TUNAI,2024-01-11,,0,IKA
012024/NPB/000117,2024-01-25,CV. TIRTA WARNA,,"Rp376,000",TUNAI,2024-01-25,,0,IKA
022024/NPB/000006,2024-02-05,CV. TIRTA WARNA,,"Rp576,000",TUNAI,2024-02-05,,0,IKA
022024/NPB/000038,2024-02-15,CV. TIRTA WARNA,,"Rp175,000",TUNAI,2024-02-15,,0,IKA
022024/NPB/000054,2024-02-19,CV. TIRTA WARNA,,"Rp225,000",TUNAI,2024-02-19,,0,IKA
052024/NPB/000007,2024-05-01,CV. TIRTA WARNA,,"Rp68,000",TUNAI,2024-05-01,,0,MEI
052024/NPB/000008,2024-05-01,CV. TIRTA WARNA,,"Rp37,000",TUNAI,2024-05-01,,0,MEI
052024/NPB/000032,2024-05-02,CV. TIRTA WARNA,,"Rp199,000",TUNAI,2024-05-01,,0,IKA
052024/NPB/000093,2024-05-09,CV. TIRTA WARNA,,"Rp463,000",TUNAI,2024-05-09,,0,MEI
052024/NPB/000225,2024-05-25,CV. TIRTA WARNA,,"Rp20,002",TUNAI,2024-05-25,,0,MEI
062024/NPB/000069,2024-06-14,CV. TIRTA WARNA,,"Rp714,910",TUNAI,2024-06-14,,0,MEI
102023/NPB/000050,2023-10-23,CV. TIRTA WARNA,,"Rp119,000",KREDIT,2023-10-23,,0,IKA
112023/NPB/000005,2023-11-01,CV. TIRTA WARNA,,"Rp455,500",TUNAI,2023-11-01,,0,IKA
122023/NPB/000033,2023-12-06,CV. TIRTA WARNA,,"Rp264,000",TUNAI,2023-12-06,,0,IKA
122023/NPB/000070,2023-12-15,CV. TIRTA WARNA,,"Rp365,000",TUNAI,2023-12-15,,0,IKA
012024/NPB/000134,2024-01-27,CV. TRIPLE H (SRI HASTUTI),,"Rp1,359,600",KREDIT,2024-01-27,,0,IKA
052024/NPB/000241,2024-05-29,CV. TRIPLE H (SRI HASTUTI),,"Rp650,220",TUNAI,2024-05-29,,0,MEI
102023/NPB/000045,2023-10-21,CV. TRIPLE H (SRI HASTUTI),,"Rp1,213,134",KREDIT,2023-10-21,,0,IKA
112023/NPB/000073,2023-11-18,CV. TRIPLE H (SRI HASTUTI),,"Rp1,117,414",KREDIT,2023-11-18,,0,IKA
122023/NPB/000123,2023-12-30,CV. TRIPLE H (SRI HASTUTI),,"Rp824,424",KREDIT,2023-12-30,,0,IKA
052024/NPB/000092,2024-05-09,FAMILIZONE,,"Rp1,919,700",TUNAI,2024-05-09,,0,MEI
052024/NPB/000264,2024-05-31,HATARI,,"Rp235,096",TUNAI,2024-05-31,,0,MEI
062024/NPB/000058,2024-06-12,HATARI,,"Rp431,825",TUNAI,2024-06-12,,0,MEI
052024/NPB/000072,2024-05-06,JAHIS COFFEE SHOP,,"Rp54,000",KREDIT,2024-05-06,,0,MEI
042024/NPB/000043,2024-04-24,KANTIN PASCA,,"Rp106,000",KREDIT,2024-04-24,,0,IKA
042024/NPB/000093,2024-04-25,KANTIN PASCA,,"Rp33,000",KREDIT,2024-04-25,,0,IKA
042024/NPB/000162,2024-04-28,KANTIN PASCA,,"Rp225,000",KREDIT,2024-04-28,,0,MEI
042024/NPB/000203,2024-04-29,KANTIN PASCA,,"Rp265,000",KREDIT,2024-04-29,,0,MEI
042024/NPB/000214,2024-04-30,KANTIN PASCA,,"Rp180,000",KREDIT,2024-04-30,,0,MEI
042024/NPB/000218,2024-04-30,KANTIN PASCA,,"Rp160,000",KREDIT,2024-04-30,,0,MEI
042024/NPB/000236,2024-04-30,KANTIN PASCA,,"Rp45,000",KREDIT,2024-04-30,,0,MEI
052024/NPB/000006,2024-05-01,KANTIN PASCA,,"Rp225,000",KREDIT,2024-05-01,,0,MEI
052024/NPB/000029,2024-05-02,KANTIN PASCA,,"Rp195,000",KREDIT,2024-05-02,,0,MEI
052024/NPB/000030,2024-05-02,KANTIN PASCA,,"Rp119,000",KREDIT,2024-05-02,,0,MEI
052024/NPB/000035,2024-05-02,KANTIN PASCA,,"Rp241,000",TUNAI,2024-05-02,,0,MEI
052024/NPB/000044,2024-05-03,KANTIN PASCA,,"Rp494,000",KREDIT,2024-05-03,,0,MEI
052024/NPB/000049,2024-05-04,KANTIN PASCA,,"Rp140,000",KREDIT,2024-05-04,,0,MEI
052024/NPB/000055,2024-05-05,KANTIN PASCA,,"Rp216,000",KREDIT,2024-05-05,,0,MEI
052024/NPB/000057,2024-05-05,KANTIN PASCA,,"Rp25,200",KREDIT,2024-05-05,,0,MEI
052024/NPB/000066,2024-05-05,KANTIN PASCA,,"Rp141,000",TUNAI,2024-05-05,,0,IKA
052024/NPB/000067,2024-05-05,KANTIN PASCA,,"Rp112,000",KREDIT,2024-05-05,,0,MEI
052024/NPB/000070,2024-05-06,KANTIN PASCA,,"Rp70,000",KREDIT,2024-05-06,,0,MEI
052024/NPB/000073,2024-05-06,KANTIN PASCA,,"Rp182,000",KREDIT,2024-05-06,,0,MEI
052024/NPB/000077,2024-05-07,KANTIN PASCA,,"Rp423,000",KREDIT,2024-05-07,,0,MEI
052024/NPB/000079,2024-05-07,KANTIN PASCA,,"Rp110,000",KREDIT,2024-05-07,,0,MEI
052024/NPB/000081,2024-05-07,KANTIN PASCA,,"Rp87,500",KREDIT,2024-05-07,,0,MEI
052024/NPB/000082,2024-05-08,KANTIN PASCA,,"Rp484,000",KREDIT,2024-05-08,,0,MEI
052024/NPB/000086,2024-05-08,KANTIN PASCA,,"Rp158,500",KREDIT,2024-05-08,,0,MEI
052024/NPB/000087,2024-05-09,KANTIN PASCA,,"Rp154,000",KREDIT,2024-05-09,,0,MEI
052024/NPB/000090,2024-05-09,KANTIN PASCA,,"Rp318,000",KREDIT,2024-05-09,,0,MEI
052024/NPB/000091,2024-05-09,KANTIN PASCA,,"Rp90,000",KREDIT,2024-05-09,,0,MEI
052024/NPB/000103,2024-05-09,KANTIN PASCA,,"Rp249,000",KREDIT,2024-05-09,,0,MEI
052024/NPB/000113,2024-05-10,KANTIN PASCA,,"Rp333,000",KREDIT,2024-05-10,,0,MEI
052024/NPB/000118,2024-05-10,KANTIN PASCA,,"Rp95,400",KREDIT,2024-05-10,,0,MEI
052024/NPB/000130,2024-05-11,KANTIN PASCA,,"Rp305,500",KREDIT,2024-05-11,,0,MEI
052024/NPB/000147,2024-05-13,KANTIN PASCA,,"Rp30,000",KREDIT,2024-05-13,,0,MEI
052024/NPB/000150,2024-05-13,KANTIN PASCA,,"Rp120,000",TUNAI,2024-05-13,,0,MEI
052024/NPB/000154,2024-05-13,KANTIN PASCA,,"Rp198,000",KREDIT,2024-05-13,,0,IKA
052024/NPB/000159,2024-05-13,KANTIN PASCA,,"Rp493,000",KREDIT,2024-05-13,,0,MEI
052024/NPB/000160,2024-05-14,KANTIN PASCA,,"Rp400,500",KREDIT,2024-05-14,,0,MEI
052024/NPB/000168,2024-05-15,KANTIN PASCA,,"Rp216,000",KREDIT,2024-05-15,,0,MEI
052024/NPB/000173,2024-05-15,KANTIN PASCA,,"Rp110,000",KREDIT,2024-05-15,,0,MEI
052024/NPB/000176,2024-05-16,KANTIN PASCA,,"Rp240,000",KREDIT,2024-05-16,,0,MEI
052024/NPB/000178,2024-05-17,KANTIN PASCA,,"Rp418,500",KREDIT,2024-05-17,,0,MEI
052024/NPB/000183,2024-05-17,KANTIN PASCA,,"Rp330,000",KREDIT,2024-05-17,,0,MEI
052024/NPB/000184,2024-05-18,KANTIN PASCA,,"Rp156,000",KREDIT,2024-05-18,,0,MEI
052024/NPB/000187,2024-05-19,KANTIN PASCA,,"Rp368,000",KREDIT,2024-05-19,,0,MEI
052024/NPB/000189,2024-05-20,KANTIN PASCA,,"Rp234,000",KREDIT,2024-05-20,,0,MEI
052024/NPB/000190,2024-05-20,KANTIN PASCA,,"Rp99,000",KREDIT,2024-05-20,,0,MEI
052024/NPB/000193,2024-05-21,KANTIN PASCA,,"Rp350,000",KREDIT,2024-05-21,,0,MEI
052024/NPB/000195,2024-05-21,KANTIN PASCA,,"Rp102,000",KREDIT,2024-05-21,,0,MEI
052024/NPB/000196,2024-05-22,KANTIN PASCA,,"Rp381,000",KREDIT,2024-05-22,,0,MEI
052024/NPB/000203,2024-05-23,KANTIN PASCA,,"Rp336,000",KREDIT,2024-05-23,,0,MEI
052024/NPB/000204,2024-05-23,KANTIN PASCA,,"Rp175,000",KREDIT,2024-05-23,,0,MEI
052024/NPB/000213,2024-05-24,KANTIN PASCA,,"Rp345,000",KREDIT,2024-05-24,,0,MEI
052024/NPB/000222,2024-05-25,KANTIN PASCA,,"Rp237,000",KREDIT,2024-05-25,,0,MEI
052024/NPB/000227,2024-05-25,KANTIN PASCA,,"Rp90,000",KREDIT,2024-05-25,,0,MEI
052024/NPB/000229,2024-05-26,KANTIN PASCA,,"Rp150,000",KREDIT,2024-05-26,,0,MEI
052024/NPB/000230,2024-05-27,KANTIN PASCA,,"Rp229,200",KREDIT,2024-05-27,,0,MEI
052024/NPB/000236,2024-05-28,KANTIN PASCA,,"Rp408,000",KREDIT,2024-05-28,,0,MEI
052024/NPB/000239,2024-05-29,KANTIN PASCA,,"Rp520,000",KREDIT,2024-05-29,,0,MEI
052024/NPB/000245,2024-05-30,KANTIN PASCA,,"Rp522,500",TUNAI,2024-05-30,,0,MEI
052024/NPB/000258,2024-05-31,KANTIN PASCA,,"Rp548,500",KREDIT,2024-05-31,,0,MEI
062024/NPB/000001,2024-06-01,KANTIN PASCA,,"Rp280,000",KREDIT,2024-06-01,,0,MEI
062024/NPB/000008,2024-06-02,KANTIN PASCA,,"Rp335,000",KREDIT,2024-06-02,,0,MEI
062024/NPB/000010,2024-06-03,KANTIN PASCA,,"Rp573,000",KREDIT,2024-06-03,,0,IKA
062024/NPB/000015,2024-06-04,KANTIN PASCA,,"Rp305,000",KREDIT,2024-06-04,,0,MEI
062024/NPB/000021,2024-06-05,KANTIN PASCA,,"Rp270,000",KREDIT,2024-06-05,,0,MEI
062024/NPB/000025,2024-06-05,KANTIN PASCA,,"Rp80,000",KREDIT,2024-06-05,,0,MEI
062024/NPB/000027,2024-06-06,KANTIN PASCA,,"Rp221,400",KREDIT,2024-06-06,,0,IKA
062024/NPB/000037,2024-06-07,KANTIN PASCA,,"Rp582,000",KREDIT,2024-06-07,,0,MEI
062024/NPB/000039,2024-06-08,KANTIN PASCA,,"Rp424,000",TUNAI,2024-06-08,,0,MEI
062024/NPB/000045,2024-06-09,KANTIN PASCA,,"Rp525,000",KREDIT,2024-06-09,,0,MEI
062024/NPB/000049,2024-06-10,KANTIN PASCA,,"Rp568,000",KREDIT,2024-06-10,,0,MEI
062024/NPB/000051,2024-06-10,KANTIN PASCA,,"Rp180,000",KREDIT,2024-06-10,,0,MEI
062024/NPB/000052,2024-06-11,KANTIN PASCA,,"Rp441,000",KREDIT,2024-06-11,,0,MEI
062024/NPB/000059,2024-06-12,KANTIN PASCA,,"Rp610,500",KREDIT,2024-06-12,,0,MEI
062024/NPB/000061,2024-06-12,KANTIN PASCA,,"Rp105,000",KREDIT,2024-06-12,,0,MEI
062024/NPB/000065,2024-06-13,KANTIN PASCA,,"Rp470,000",KREDIT,2024-06-13,,0,MEI
062024/NPB/000068,2024-06-14,KANTIN PASCA,,"Rp532,000",KREDIT,2024-06-14,,0,MEI
012024/NPB/000011,2024-01-04,LA TANSA BAKERY,,"Rp1,395,500",KREDIT,2024-01-04,,30100,IKA
012024/NPB/000043,2024-01-09,LA TANSA BAKERY,,"Rp2,061,500",KREDIT,2024-01-09,,0,IKA
012024/NPB/000077,2024-01-16,LA TANSA BAKERY,,"Rp1,774,800",KREDIT,2024-01-16,,248100,IKA
012024/NPB/000089,2024-01-19,LA TANSA BAKERY,,"Rp625,200",KREDIT,2024-01-19,,0,IKA
012024/NPB/000121,2024-01-26,LA TANSA BAKERY,,"Rp726,700",KREDIT,2024-01-26,,0,IKA
022024/NPB/000036,2024-02-14,LA TANSA BAKERY,,"Rp1,169,000",KREDIT,2024-02-14,,0,IKA
022024/NPB/000049,2024-02-18,LA TANSA BAKERY,,"Rp509,200",KREDIT,2024-02-18,,4300,IKA
022024/NPB/000061,2024-02-22,LA TANSA BAKERY,,"Rp1,600,200",KREDIT,2024-02-22,,11100,IKA
022024/NPB/000070,2024-02-25,LA TANSA BAKERY,,"Rp1,423,500",KREDIT,2024-02-25,,24200,IKA
042024/NPB/000066,2024-04-25,LA TANSA BAKERY,,"Rp1,466,300",KREDIT,2024-04-25,,0,IKA
042024/NPB/000164,2024-04-28,LA TANSA BAKERY,,"Rp2,003,800",KREDIT,2024-04-28,,0,MEI
042024/NPB/000165,2024-04-28,LA TANSA BAKERY,,"Rp4,300",KREDIT,2024-04-28,,0,MEI
042024/NPB/000166,2024-04-28,LA TANSA BAKERY,,"Rp219,300",KREDIT,2024-04-28,,0,MEI
042024/NPB/000224,2024-04-30,LA TANSA BAKERY,,"Rp1,642,500",KREDIT,2024-04-30,,0,MEI
052024/NPB/000045,2024-05-03,LA TANSA BAKERY,,"Rp1,101,100",KREDIT,2024-05-03,,0,MEI
052024/NPB/000058,2024-05-05,LA TANSA BAKERY,,"Rp840,400",KREDIT,2024-05-05,,0,MEI
052024/NPB/000075,2024-05-07,LA TANSA BAKERY,,"Rp813,200",KREDIT,2024-05-07,,0,MEI
052024/NPB/000111,2024-05-10,LA TANSA BAKERY,,"Rp1,754,400",KREDIT,2024-05-10,,0,MEI
052024/NPB/000179,2024-05-17,LA TANSA BAKERY,,"Rp1,396,200",TUNAI,2024-05-17,,0,MEI
052024/NPB/000194,2024-05-21,LA TANSA BAKERY,,"Rp731,000",KREDIT,2024-05-21,,0,MEI
052024/NPB/000217,2024-05-24,LA TANSA BAKERY,,"Rp1,440,500",KREDIT,2024-05-24,,0,MEI
052024/NPB/000240,2024-05-29,LA TANSA BAKERY,,"Rp481,600",TUNAI,2024-05-29,,0,MEI
052024/NPB/000259,2024-05-31,LA TANSA BAKERY,,"Rp640,300",TUNAI,2024-05-31,,0,MEI
062024/NPB/000009,2024-06-02,LA TANSA BAKERY,,"Rp348,300",KREDIT,2024-06-02,,0,MEI
062024/NPB/000022,2024-06-05,LA TANSA BAKERY,,"Rp715,400",KREDIT,2024-06-05,,0,MEI
062024/NPB/000070,2024-06-14,LA TANSA BAKERY,,"Rp1,529,700",TUNAI,2024-06-14,,0,MEI
102023/NPB/000002,2023-10-19,LA TANSA BAKERY,,"Rp1,634,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000003,2023-10-19,LA TANSA BAKERY,,"Rp1,573,800",KREDIT,2023-10-19,,0,IKA
102023/NPB/000005,2023-10-19,LA TANSA BAKERY,,"Rp1,311,500",KREDIT,2023-10-19,,0,IKA
102023/NPB/000058,2023-10-24,LA TANSA BAKERY,,"Rp1,870,500",KREDIT,2023-10-24,,232200,IKA
102023/NPB/000089,2023-10-31,LA TANSA BAKERY,,"Rp1,986,600",KREDIT,2023-10-31,,258000,IKA
112023/NPB/000021,2023-11-07,LA TANSA BAKERY,,"Rp2,143,600",KREDIT,2023-11-07,,206400,IKA
112023/NPB/000053,2023-11-13,LA TANSA BAKERY,,"Rp1,801,700",KREDIT,2023-11-13,,361200,IKA
112023/NPB/000078,2023-11-21,LA TANSA BAKERY,,"Rp1,255,600",KREDIT,2023-11-21,,236500,IKA
112023/NPB/000094,2023-11-24,LA TANSA BAKERY,,"Rp1,535,100",KREDIT,2023-11-24,,12900,IKA
112023/NPB/000108,2023-11-28,LA TANSA BAKERY,,"Rp494,500",KREDIT,2023-11-28,,17200,IKA
122023/NPB/000001,2023-12-01,LA TANSA BAKERY,,"Rp627,800",KREDIT,2023-12-01,,275200,IKA
122023/NPB/000025,2023-12-05,LA TANSA BAKERY,,"Rp1,509,300",KREDIT,2023-12-05,,223600,IKA
122023/NPB/000041,2023-12-08,LA TANSA BAKERY,,"Rp829,900",KREDIT,2023-12-08,,0,IKA
122023/NPB/000049,2023-12-12,LA TANSA BAKERY,,"Rp494,500",KREDIT,2023-12-12,,111800,IKA
122023/NPB/000056,2023-12-13,LA TANSA BAKERY,,"Rp588,400",KREDIT,2023-12-13,,55900,IKA
122023/NPB/000060,2023-12-15,LA TANSA BAKERY,,"Rp1,044,800",KREDIT,2023-12-15,,0,IKA
122023/NPB/000075,2023-12-19,LA TANSA BAKERY,,"Rp346,500",KREDIT,2023-12-19,,0,IKA
122023/NPB/000085,2023-12-22,LA TANSA BAKERY,,"Rp915,900",KREDIT,2023-12-22,,30100,IKA
122023/NPB/000117,2023-12-28,LA TANSA BAKERY,,"Rp1,529,200",KREDIT,2023-12-28,,0,IKA
012024/NPB/000126,2024-01-26,LA TANSA SPORT (CD),,"Rp600,000",KREDIT,2024-01-26,,0,IKA
012024/NPB/000127,2024-01-26,LA TANSA SPORT (CD),,"Rp1,557,235",KREDIT,2024-01-26,,0,IKA
032024/NPB/000022,2024-03-19,LA TANSA SPORT (CD),,"Rp2,865,348",KREDIT,2024-03-19,,0,IKA
