NoNota,TglNota,NmSupplier,Keterangan,Total,Pembayaran,TglFaktur,NoFaktur,Retur,TransBy
102023/NPB/000075,2023-10-27,MADAMAT ,,"Rp296,000",KREDIT,2023-10-27,,0,IKA
102023/NPB/000086,2023-10-29,MADAMAT ,,"Rp190,000",KREDIT,2023-10-29,,0,IKA
102023/NPB/000087,2023-10-29,MADAMAT ,,"Rp144,000",KREDIT,2023-10-29,,0,IKA
112023/NPB/000001,2023-11-01,MADAMAT ,,"Rp80,000",KREDIT,2023-11-01,,0,IKA
112023/NPB/000002,2023-11-01,MADAMAT ,,"Rp135,000",KREDIT,2023-11-01,,0,IKA
112023/NPB/000003,2023-11-01,MADAMAT ,,"Rp270,000",KREDIT,2023-11-01,,0,IKA
112023/NPB/000009,2023-11-03,MADAMAT ,,"Rp112,500",KREDIT,2023-11-03,,0,IKA
112023/NPB/000011,2023-11-03,MADAMAT ,,"Rp456,000",KREDIT,2023-11-03,,0,IKA
112023/NPB/000017,2023-11-06,MADAMAT ,,"Rp336,000",KREDIT,2023-11-06,,0,IKA
112023/NPB/000025,2023-11-08,MADAMAT ,,"Rp312,000",KREDIT,2023-11-08,,0,IKA
112023/NPB/000026,2023-11-08,MADAMAT ,,"Rp1,250,000",KREDIT,2023-11-08,,0,IKA
112023/NPB/000036,2023-11-10,MADAMAT ,,"Rp135,000",KREDIT,2023-11-10,,0,IKA
112023/NPB/000037,2023-11-10,MADAMAT ,,"Rp144,000",KREDIT,2023-11-10,,0,IKA
112023/NPB/000038,2023-11-09,MADAMAT ,,"Rp200,000",KREDIT,2023-11-09,,0,IKA
112023/NPB/000041,2023-11-10,MADAMAT ,,"Rp272,000",KREDIT,2023-11-10,,0,IKA
112023/NPB/000044,2023-11-11,MADAMAT ,,"Rp80,000",KREDIT,2023-11-11,,0,IKA
112023/NPB/000045,2023-11-12,MADAMAT ,,"Rp120,000",KREDIT,2023-11-12,,0,IKA
112023/NPB/000048,2023-11-13,MADAMAT ,,"Rp250,000",KREDIT,2023-11-13,,0,IKA
112023/NPB/000052,2023-11-13,MADAMAT ,,"Rp133,000",KREDIT,2023-11-13,,0,IKA
112023/NPB/000054,2023-11-14,MADAMAT ,,"Rp144,000",KREDIT,2023-11-14,,0,IKA
112023/NPB/000055,2023-11-14,MADAMAT ,,"Rp162,000",KREDIT,2023-11-14,,0,IKA
112023/NPB/000056,2023-11-14,MADAMAT ,,"Rp472,500",KREDIT,2023-11-14,,0,IKA
112023/NPB/000057,2023-11-15,MADAMAT ,,"Rp280,000",KREDIT,2023-11-15,,0,IKA
112023/NPB/000058,2023-11-15,MADAMAT ,,"Rp67,500",KREDIT,2023-11-15,,0,IKA
112023/NPB/000064,2023-11-18,MADAMAT ,,"Rp105,000",KREDIT,2023-11-18,,0,IKA
112023/NPB/000065,2023-11-18,MADAMAT ,,"Rp144,000",KREDIT,2023-11-18,,0,IKA
112023/NPB/000074,2023-11-19,MADAMAT ,,"Rp394,000",KREDIT,2023-11-19,,0,IKA
112023/NPB/000075,2023-11-19,MADAMAT ,,"Rp324,000",KREDIT,2023-11-19,,0,IKA
112023/NPB/000076,2023-11-20,MADAMAT ,,"Rp128,000",KREDIT,2023-11-20,,0,IKA
112023/NPB/000077,2023-11-20,MADAMAT ,,"Rp45,000",KREDIT,2023-11-20,,45000,IKA
112023/NPB/000079,2023-11-21,MADAMAT ,,"Rp282,000",KREDIT,2023-11-21,,0,IKA
112023/NPB/000080,2023-11-21,MADAMAT ,,"Rp175,500",KREDIT,2023-11-21,,0,IKA
112023/NPB/000090,2023-11-22,MADAMAT ,,"Rp139,500",KREDIT,2023-11-22,,0,IKA
112023/NPB/000091,2023-11-23,MADAMAT ,,"Rp184,500",KREDIT,2023-11-23,,0,IKA
112023/NPB/000100,2023-11-25,MADAMAT ,,"Rp168,000",KREDIT,2023-11-25,,22500,IKA
112023/NPB/000101,2023-11-25,MADAMAT ,,"Rp346,000",KREDIT,2023-11-25,,0,IKA
112023/NPB/000103,2023-11-26,MADAMAT ,,"Rp157,000",KREDIT,2023-11-26,,10500,IKA
112023/NPB/000104,2023-11-27,MADAMAT ,,"Rp252,000",KREDIT,2023-11-27,,0,IKA
112023/NPB/000110,2023-11-28,MADAMAT ,,"Rp160,000",KREDIT,2023-11-28,,0,IKA
112023/NPB/000111,2023-11-29,MADAMAT ,,"Rp104,000",KREDIT,2023-11-29,,0,IKA
112023/NPB/000115,2023-11-29,MADAMAT ,,"Rp216,000",KREDIT,2023-11-29,,0,IKA
112023/NPB/000120,2023-11-30,MADAMAT,,"Rp288,000",KREDIT,2023-11-30,,0,IKA
122023/NPB/000002,2023-12-01,MADAMAT ,,"Rp144,000",KREDIT,2023-12-01,,0,IKA
122023/NPB/000006,2023-12-02,MADAMAT ,,"Rp90,000",KREDIT,2023-12-02,,30000,IKA
122023/NPB/000008,2023-12-02,MADAMAT ,,"Rp268,000",KREDIT,2023-12-02,,0,IKA
122023/NPB/000011,2023-12-02,MADAMAT ,,"Rp216,000",KREDIT,2023-12-02,,0,IKA
122023/NPB/000012,2023-12-03,MADAMAT ,,"Rp200,000",KREDIT,2023-12-03,,0,IKA
122023/NPB/000020,2023-12-03,MADAMAT ,,"Rp288,000",KREDIT,2023-12-03,,0,IKA
122023/NPB/000024,2023-12-05,MADAMAT ,,"Rp180,000",KREDIT,2023-12-05,,0,IKA
122023/NPB/000030,2023-12-05,MADAMAT ,,"Rp324,000",KREDIT,2023-12-05,,0,IKA
122023/NPB/000037,2023-12-07,MADAMAT ,,"Rp80,000",KREDIT,2023-12-07,,0,IKA
122023/NPB/000038,2023-12-07,MADAMAT ,,"Rp306,000",KREDIT,2023-12-07,,22500,IKA
122023/NPB/000039,2023-12-07,MADAMAT ,,"Rp310,000",KREDIT,2023-12-07,,0,IKA
122023/NPB/000042,2023-12-08,MADAMAT ,,"Rp80,000",KREDIT,2023-12-08,,0,IKA
122023/NPB/000043,2023-12-08,MADAMAT ,,"Rp183,000",KREDIT,2023-12-08,,0,IKA
122023/NPB/000045,2023-12-09,MADAMAT ,,"Rp220,500",KREDIT,2023-12-09,,0,IKA
122023/NPB/000046,2023-12-10,MADAMAT ,,"Rp72,000",KREDIT,2023-12-10,,0,IKA
122023/NPB/000047,2023-12-10,MADAMAT ,,"Rp150,000",KREDIT,2023-12-10,,0,IKA
122023/NPB/000048,2023-12-11,MADAMAT,,"Rp234,000",KREDIT,2023-12-11,,0,IKA
122023/NPB/000050,2023-12-12,MADAMAT ,,"Rp1,250,000",KREDIT,2023-12-12,,0,IKA
122023/NPB/000052,2023-12-13,MADAMAT ,,"Rp112,500",KREDIT,2023-12-13,,0,IKA
122023/NPB/000069,2023-12-16,MADAMAT ,,"Rp219,000",KREDIT,2023-12-16,,0,IKA
122023/NPB/000072,2023-12-16,MADAMAT ,,"Rp283,500",KREDIT,2023-12-16,,0,IKA
122023/NPB/000073,2023-12-19,MADAMAT ,,"Rp304,000",KREDIT,2023-12-19,,0,IKA
122023/NPB/000077,2023-12-19,MADAMAT ,,"Rp67,500",KREDIT,2023-12-19,,0,IKA
122023/NPB/000080,2023-12-21,MADAMAT ,,"Rp240,000",KREDIT,2023-12-21,,0,IKA
122023/NPB/000082,2023-12-21,MADAMAT ,,"Rp306,000",KREDIT,2023-12-21,,0,IKA
122023/NPB/000083,2023-12-21,MADAMAT ,,"Rp295,000",KREDIT,2023-12-21,,63000,IKA
122023/NPB/000084,2023-12-21,MADAMAT ,,"Rp20,000",KREDIT,2023-12-21,,0,IKA
122023/NPB/000087,2023-12-23,MADAMAT ,,"Rp66,000",KREDIT,2023-12-23,,0,IKA
122023/NPB/000088,2023-12-23,MADAMAT ,,"Rp131,400",KREDIT,2023-12-23,,0,IKA
122023/NPB/000089,2023-12-23,MADAMAT ,,"Rp75,000",KREDIT,2023-12-23,,0,IKA
122023/NPB/000092,2023-12-23,MADAMAT ,,"Rp37,500",KREDIT,2023-12-23,,21000,IKA
122023/NPB/000095,2023-12-24,MADAMAT ,,"Rp73,000",KREDIT,2023-12-24,,0,IKA
122023/NPB/000097,2023-12-25,MADAMAT ,,"Rp170,000",KREDIT,2023-12-25,,0,IKA
122023/NPB/000098,2023-12-25,MADAMAT ,,"Rp171,000",KREDIT,2023-12-25,,0,IKA
122023/NPB/000099,2023-12-26,MADAMAT ,,"Rp66,600",KREDIT,2023-12-26,,0,IKA
122023/NPB/000101,2023-12-27,MADAMAT ,,"Rp128,000",KREDIT,2023-12-27,,0,IKA
122023/NPB/000113,2023-12-28,MADAMAT ,,"Rp200,000",KREDIT,2023-12-28,,0,IKA
122023/NPB/000116,2023-12-28,MADAMAT ,,"Rp364,000",KREDIT,2023-12-28,,0,IKA
122023/NPB/000119,2023-12-30,MADAMAT ,,"Rp213,600",KREDIT,2023-12-30,,22500,IKA
122023/NPB/000122,2023-12-30,MADAMAT ,,"Rp234,000",KREDIT,2023-12-30,,0,IKA
122023/NPB/000128,2023-12-31,MADAMAT ,,"Rp80,000",KREDIT,2023-12-31,,0,IKA
122023/NPB/000130,2023-12-31,MADAMAT ,,"Rp132,000",KREDIT,2023-12-31,,0,IKA
012024/NPB/000139,2024-01-30,NDIKC JAYA ABADI,,"Rp500,000",KREDIT,2024-01-30,,0,IKA
122023/NPB/000040,2023-12-08,NDIKC JAYA ABADI,,"Rp340,000",KREDIT,2023-12-08,,0,IKA
022024/NPB/000008,2024-02-06,PASAR SIMAN,,"Rp702,000",TUNAI,2024-02-06,,0,IKA
022024/NPB/000026,2024-02-09,PASAR SIMAN,,"Rp1,371,791",TUNAI,2024-02-09,,0,IKA
022024/NPB/000031,2024-02-12,PASAR SIMAN,,"Rp478,937",TUNAI,2024-02-12,,0,IKA
022024/NPB/000039,2024-02-15,PASAR SIMAN,,"Rp2,498,774",TUNAI,2024-02-15,,0,IKA
022024/NPB/000055,2024-02-19,PASAR SIMAN,,"Rp1,415,983",TUNAI,2024-02-19,,0,IKA
012024/NPB/000060,2024-01-13,PONOROGO PERMAI,,"Rp310,500",TUNAI,2024-01-13,,0,IKA
012024/NPB/000118,2024-01-25,PONOROGO PERMAI,,"Rp803,600",TUNAI,2024-01-25,,0,IKA
032024/NPB/000021,2024-03-16,PONOROGO PERMAI,,"Rp383,700",TUNAI,2024-03-16,,0,IKA
122023/NPB/000026,2023-12-04,PONOROGO PERMAI,,"Rp336,000",TUNAI,2023-12-04,,0,IKA
012024/NPB/000014,2024-01-05,PT BORWITA CITRA PRIMA,,"Rp1,541,978",KREDIT,2024-01-05,,0,IKA
012024/NPB/000084,2024-01-18,PT BORWITA CITRA PRIMA,,"Rp1,342,342",TUNAI,2024-01-18,,0,IKA
022024/NPB/000041,2024-02-16,PT BORWITA CITRA PRIMA,,"Rp1,343,015",TUNAI,2024-02-16,,0,IKA
042024/NPB/000097,2024-04-26,PT BORWITA CITRA PRIMA,,"Rp298,368",TUNAI,2024-04-26,,0,IKA
042024/NPB/000098,2024-04-26,PT BORWITA CITRA PRIMA,,"Rp298,200",TUNAI,2024-04-26,,0,IKA
042024/NPB/000099,2024-04-26,PT BORWITA CITRA PRIMA,,"Rp259,740",TUNAI,2024-04-26,,0,IKA
042024/NPB/000100,2024-04-26,PT BORWITA CITRA PRIMA,,"Rp222,810",KREDIT,2024-04-26,,0,IKA
042024/NPB/000101,2024-04-26,PT BORWITA CITRA PRIMA,,"Rp157,620",KREDIT,2024-04-26,,0,IKA
052024/NPB/000123,2024-05-10,PT BORWITA CITRA PRIMA,,"Rp1,194,018",KREDIT,2024-05-10,,0,MEI
052024/NPB/000124,2024-05-10,PT BORWITA CITRA PRIMA,,"Rp160,582",TUNAI,2024-05-10,,0,MEI
052024/NPB/000125,2024-05-10,PT BORWITA CITRA PRIMA,,"Rp59,940",TUNAI,2024-05-10,,0,MEI
052024/NPB/000220,2024-05-24,PT BORWITA CITRA PRIMA,,"Rp471,660",TUNAI,2024-05-24,,0,MEI
062024/NPB/000033,2024-06-06,PT BORWITA CITRA PRIMA,,"Rp138,140",TUNAI,2024-06-06,,0,IKA
062024/NPB/000034,2024-06-06,PT BORWITA CITRA PRIMA,,"Rp415,844",TUNAI,2024-06-06,,0,IKA
102023/NPB/000072,2023-10-26,PT BORWITA CITRA PRIMA,,"Rp1,529,853",TUNAI,2023-10-26,,0,IKA
112023/NPB/000093,2023-11-23,PT BORWITA CITRA PRIMA,,"Rp1,140,208",TUNAI,2023-11-23,,0,IKA
122023/NPB/000081,2023-12-21,PT BORWITA CITRA PRIMA,,"Rp875,678",TUNAI,2023-12-21,,0,IKA
012024/NPB/000020,2024-01-05,PT ULTRAJAYA MILK INDUSTRY,,"Rp2,899,129",TUNAI,2024-01-05,,0,IKA
012024/NPB/000091,2024-01-19,PT ULTRAJAYA MILK INDUSTRY,,"Rp3,223,159",TUNAI,2024-01-19,,0,IKA
052024/NPB/000232,2024-05-27,PT ULTRAJAYA MILK INDUSTRY,,"Rp3,746,671",TUNAI,2024-05-27,,0,MEI
122023/NPB/000004,2023-12-01,PT ULTRAJAYA MILK INDUSTRY,,"Rp4,457,209",TUNAI,2023-12-01,,0,IKA
012024/NPB/000078,2024-01-16,PT YAKUL SEHAT,,"Rp194,000",KREDIT,2024-01-16,,0,IKA
012024/NPB/000116,2024-01-26,PT YAKUL SEHAT,,"Rp194,000",KREDIT,2024-01-26,,0,IKA
022024/NPB/000010,2024-02-07,PT YAKUL SEHAT,,"Rp194,000",TUNAI,2024-02-07,,0,IKA
022024/NPB/000040,2024-02-15,PT YAKUL SEHAT,,"Rp194,000",TUNAI,2024-02-15,,0,IKA
022024/NPB/000071,2024-02-26,PT YAKUL SEHAT,,"Rp97,000",KREDIT,2024-02-26,,0,IKA
102023/NPB/000041,2023-10-21,PT YAKUL SEHAT,,"Rp97,000",TUNAI,2023-10-21,,0,IKA
102023/NPB/000076,2023-10-27,PT YAKUL SEHAT,,"Rp194,000",TUNAI,2023-10-27,,0,IKA
112023/NPB/000020,2023-11-06,PT YAKUL SEHAT,,"Rp291,000",TUNAI,2023-11-06,,0,IKA
112023/NPB/000068,2023-11-18,PT YAKUL SEHAT,,"Rp194,000",TUNAI,2023-11-18,,0,IKA
112023/NPB/000112,2023-11-29,PT YAKUL SEHAT,,"Rp194,000",TUNAI,2023-11-29,,0,IKA
122023/NPB/000053,2023-12-13,PT YAKUL SEHAT,,"Rp194,000",TUNAI,2023-12-13,,0,IKA
012024/NPB/000123,2024-01-26,PT. ALAM ANUGERAH SARANA DAYA,,"Rp319,980",KREDIT,2024-01-26,,0,IKA
052024/NPB/000085,2024-05-08,PT. ALAM ANUGERAH SARANA DAYA,,"Rp2,923,243",KREDIT,2024-05-08,,0,MEI
052024/NPB/000181,2024-05-17,PT. ALAM ANUGERAH SARANA DAYA,,"Rp307,947",KREDIT,2024-05-17,,0,MEI
052024/NPB/000200,2024-05-22,PT. ALAM ANUGERAH SARANA DAYA,,"Rp3,181,656",TUNAI,2024-05-22,,0,MEI
012024/NPB/000059,2024-01-13,PT. ASIASEJAHTERA P,,"Rp473,000",TUNAI,2024-01-13,,0,IKA
012024/NPB/000135,2024-01-27,PT. ASIASEJAHTERA P,,"Rp724,464",TUNAI,2024-01-27,,0,IKA
112023/NPB/000071,2023-11-18,PT. ASIASEJAHTERA P,,"Rp553,468",TUNAI,2023-11-18,,0,IKA
122023/NPB/000071,2023-12-16,PT. ASIASEJAHTERA P,,"Rp661,312",TUNAI,2023-12-16,,0,IKA
012024/NPB/000054,2024-01-12,PT. SAERAH SURYA PERKASA,,"Rp1,487,686",KREDIT,2024-01-12,,0,IKA
012024/NPB/000133,2024-01-27,PT. SAERAH SURYA PERKASA,,"Rp1,451,933",KREDIT,2024-01-27,,0,IKA
022024/NPB/000017,2024-02-09,PT. SAERAH SURYA PERKASA,,"Rp372,573",KREDIT,2024-02-09,,0,IKA
022024/NPB/000046,2024-02-17,PT. SAERAH SURYA PERKASA,,"Rp670,092",KREDIT,2024-02-17,,0,IKA
032024/NPB/000009,2024-03-08,PT. SAERAH SURYA PERKASA,,"Rp529,200",KREDIT,2024-03-08,,0,IKA
032024/NPB/000010,2024-03-08,PT. SAERAH SURYA PERKASA,,"Rp2,744,914",KREDIT,2024-03-08,,0,IKA
052024/NPB/000043,2024-05-03,PT. SAERAH SURYA PERKASA,,"Rp1,839,407",KREDIT,2024-05-02,,0,MEI
052024/NPB/000177,2024-05-16,PT. SAERAH SURYA PERKASA,,"Rp3,988,576",KREDIT,2024-05-16,,0,MEI
052024/NPB/000182,2024-05-17,PT. SAERAH SURYA PERKASA,,"Rp213,852",KREDIT,2024-05-17,,0,MEI
062024/NPB/000007,2024-06-01,PT. SAERAH SURYA PERKASA,,"Rp1,769,943",KREDIT,2024-06-01,,0,MEI
062024/NPB/000072,2024-06-14,PT. SAERAH SURYA PERKASA,,"Rp2,350,079",KREDIT,2024-06-14,,0,MEI
112023/NPB/000013,2023-11-03,PT. SAERAH SURYA PERKASA,,"Rp1,699,383",KREDIT,2023-11-03,,0,IKA
112023/NPB/000069,2023-11-18,PT. SAERAH SURYA PERKASA,,"Rp1,209,225",KREDIT,2023-11-18,,0,IKA
112023/NPB/000070,2023-11-18,PT. SAERAH SURYA PERKASA,,"Rp124,788",TUNAI,2023-11-18,,0,IKA
122023/NPB/000009,2023-12-02,PT. SAERAH SURYA PERKASA,,"Rp1,437,090",KREDIT,2023-12-02,,0,IKA
122023/NPB/000010,2023-12-02,PT. SAERAH SURYA PERKASA,,"Rp606,929",KREDIT,2023-12-02,,0,IKA
122023/NPB/000061,2023-12-15,PT. SAERAH SURYA PERKASA,,"Rp693,462",KREDIT,2023-12-15,,0,IKA
122023/NPB/000121,2023-12-30,PT. SAERAH SURYA PERKASA,,"Rp1,403,578",KREDIT,2023-12-30,,0,IKA
012024/NPB/000029,2024-01-05,ROTI SUMBER REJEKI,,"Rp437,500",KREDIT,2024-01-05,,0,IKA
012024/NPB/000057,2024-01-13,ROTI SUMBER REJEKI,,"Rp437,500",TUNAI,2024-01-13,,0,IKA
012024/NPB/000092,2024-01-20,ROTI SUMBER REJEKI,,"Rp437,500",TUNAI,2024-01-20,,0,IKA
022024/NPB/000002,2024-02-03,ROTI SUMBER REJEKI,,"Rp437,500",KREDIT,2024-02-03,,0,IKA
022024/NPB/000027,2024-02-10,ROTI SUMBER REJEKI,,"Rp437,500",KREDIT,2024-02-10,,0,IKA
022024/NPB/000067,2024-02-24,ROTI SUMBER REJEKI,,"Rp175,000",KREDIT,2024-02-24,,0,IKA
052024/NPB/000052,2024-05-04,ROTI SUMBER REJEKI,,"Rp437,500",TUNAI,2024-05-04,,0,MEI
052024/NPB/000131,2024-05-11,ROTI SUMBER REJEKI,,"Rp262,500",KREDIT,2024-05-11,,0,MEI
112023/NPB/000012,2023-11-03,ROTI SUMBER REJEKI,,"Rp437,500",TUNAI,2023-11-03,,0,IKA
112023/NPB/000042,2023-11-11,ROTI SUMBER REJEKI,,"Rp350,000",TUNAI,2023-11-11,,0,IKA
112023/NPB/000066,2023-11-18,ROTI SUMBER REJEKI,,"Rp402,500",TUNAI,2023-11-18,,0,IKA
112023/NPB/000098,2023-11-24,ROTI SUMBER REJEKI,,"Rp262,500",TUNAI,2023-11-24,,0,IKA
122023/NPB/000007,2023-12-02,ROTI SUMBER REJEKI,,"Rp350,000",TUNAI,2023-12-02,,0,IKA
122023/NPB/000090,2023-12-23,ROTI SUMBER REJEKI,,"Rp311,500",KREDIT,2023-12-23,,0,IKA
122023/NPB/000120,2023-12-30,ROTI SUMBER REJEKI,,"Rp437,500",KREDIT,2023-12-30,,0,IKA
052024/NPB/000214,2024-05-24,SALES KACANG,,"Rp250,000",KREDIT,2024-05-24,,0,MEI
012024/NPB/000037,2024-01-08,SALES KAOS KAKI,,"Rp2,124,000",TUNAI,2024-01-08,,0,IKA
012024/NPB/000131,2024-01-27,SALES KAOS KAKI,,"Rp1,064,000",KREDIT,2024-01-27,,0,IKA
012024/NPB/000138,2024-01-29,SALES KAOS KAKI,,"Rp2,299,000",KREDIT,2024-01-29,,0,IKA
032024/NPB/000002,2024-03-03,SALES KAOS KAKI,,"Rp984,000",TUNAI,2024-03-03,,0,IKA
032024/NPB/000007,2024-03-06,SALES KAOS KAKI,,"Rp1,140,000",KREDIT,2024-03-06,,0,IKA
042024/NPB/000005,2024-04-19,SALES KAOS KAKI,,"Rp2,196,000",KREDIT,2024-04-19,,0,IKA
042024/NPB/000229,2024-04-30,SALES KAOS KAKI,,"Rp2,467,000",TUNAI,2024-04-30,,0,MEI
052024/NPB/000133,2024-05-11,SALES KAOS KAKI,,"Rp960,000",KREDIT,2024-05-11,,0,MEI
052024/NPB/000151,2024-05-13,SALES KAOS KAKI,,"Rp1,140,000",TUNAI,2024-05-13,,0,MEI
052024/NPB/000153,2024-05-13,SALES KAOS KAKI,,"Rp960,000",TUNAI,2024-05-11,,0,IKA
052024/NPB/000157,2024-05-13,SALES KAOS KAKI,,"Rp780,000",TUNAI,2024-05-13,,0,MEI
052024/NPB/000192,2024-05-20,SALES KAOS KAKI,,"Rp1,044,000",KREDIT,2024-05-20,,0,MEI
052024/NPB/000212,2024-05-23,SALES KAOS KAKI,,"Rp292,500",TUNAI,2024-05-23,,0,MEI
062024/NPB/000053,2024-06-11,SALES KAOS KAKI,,"Rp2,202,000",TUNAI,2024-06-11,,0,MEI
102023/NPB/000007,2023-10-19,SALES KAOS KAKI,,"Rp1,140,000",KREDIT,2023-10-19,,0,IKA
102023/NPB/000042,2023-10-21,SALES KAOS KAKI,,"Rp2,060,000",TUNAI,2023-10-21,,0,IKA
112023/NPB/000043,2023-11-11,SALES KAOS KAKI,,"Rp1,257,000",TUNAI,2023-11-11,,0,IKA
112023/NPB/000118,2023-11-30,SALES KAOS KAKI,,"Rp2,181,000",TUNAI,2023-11-30,,0,IKA
122023/NPB/000036,2023-12-06,SALES KAOS KAKI,,"Rp1,140,000",KREDIT,2023-12-06,,0,IKA
122023/NPB/000086,2023-12-22,SALES KAOS KAKI,,"Rp1,185,000",TUNAI,2023-12-22,,0,IKA
012024/NPB/000052,2024-01-12,SALES PIATTOS,,"Rp1,135,000",TUNAI,2024-01-12,,0,IKA
022024/NPB/000064,2024-02-22,SALES PIATTOS,,"Rp980,000",TUNAI,2024-02-22,,0,IKA
042024/NPB/000053,2024-04-24,SALES PIATTOS,,"Rp368,500",KREDIT,2024-04-24,,0,IKA
052024/NPB/000071,2024-05-06,SALES PIATTOS,,"Rp930,000",TUNAI,2024-05-06,,0,MEI
052024/NPB/000261,2024-05-31,SALES PIATTOS,,"Rp548,000",KREDIT,2024-05-31,,0,MEI
122023/NPB/000091,2023-12-23,SALES PIATTOS,,"Rp1,040,000",KREDIT,2023-12-23,,0,IKA
062024/NPB/000004,2024-06-01,SARI ROTI,,"Rp494,500",TUNAI,2024-06-01,,0,MEI
062024/NPB/000011,2024-06-03,SARI ROTI,,"Rp1,035,500",TUNAI,2024-06-03,,0,IKA
062024/NPB/000028,2024-06-06,SARI ROTI,,"Rp379,000",TUNAI,2024-06-06,,0,IKA
062024/NPB/000029,2024-06-06,SARI ROTI,,"Rp326,500",KREDIT,2024-06-06,,0,IKA
062024/NPB/000030,2024-06-06,SARI ROTI,,"Rp310,000",KREDIT,2024-06-06,,0,IKA
062024/NPB/000031,2024-06-06,SARI ROTI,,"Rp253,000",KREDIT,2024-06-06,,0,IKA
062024/NPB/000032,2024-06-06,SARI ROTI,,"Rp126,000",KREDIT,2024-06-06,,0,IKA
062024/NPB/000040,2024-06-08,SARI ROTI,,"Rp964,000",KREDIT,2024-06-08,,0,MEI
062024/NPB/000050,2024-06-10,SARI ROTI,,"Rp1,025,000",KREDIT,2024-06-10,,0,MEI
062024/NPB/000060,2024-06-12,SARI ROTI,,"Rp1,395,000",TUNAI,2024-06-12,,0,MEI
062024/NPB/000071,2024-06-14,SARI ROTI,,"Rp1,180,000",KREDIT,2024-06-14,,0,MEI
012024/NPB/000088,2024-01-18,SELES CUKUR JENGOT,,"Rp629,000",TUNAI,2024-01-18,,0,IKA
022024/NPB/000047,2024-02-17,SELES CUKUR JENGOT,,"Rp666,000",KREDIT,2024-02-17,,0,IKA
052024/NPB/000152,2024-05-13,SELES CUKUR JENGOT,,"Rp1,305,280",TUNAI,2024-05-13,,0,MEI
052024/NPB/000158,2024-05-13,SELES CUKUR JENGOT,,"Rp196,782",TUNAI,2024-05-13,,0,MEI
062024/NPB/000042,2024-06-09,SELES CUKUR JENGOT,,"Rp142,848",TUNAI,2024-06-09,,0,MEI
062024/NPB/000043,2024-06-09,SELES CUKUR JENGOT,,"Rp424,494",TUNAI,2024-06-09,,0,MEI
062024/NPB/000044,2024-06-09,SELES CUKUR JENGOT,,"Rp1,535,020",TUNAI,2024-06-09,,0,MEI
062024/NPB/000046,2024-06-09,SELES CUKUR JENGOT,,"Rp194,520",TUNAI,2024-06-09,,0,MEI
102023/NPB/000004,2023-10-19,SELES CUKUR JENGOT,,"Rp1,465,000",KREDIT,2023-10-19,,0,IKA
112023/NPB/000059,2023-11-15,SELES CUKUR JENGOT,,"Rp634,000",TUNAI,2023-11-15,,0,IKA
012024/NPB/000007,2024-01-03,SELES NABATI,,"Rp2,506,955",KREDIT,2024-01-03,,0,IKA
012024/NPB/000055,2024-01-12,SELES NABATI,,"Rp2,171,497",TUNAI,2024-01-12,,0,IKA
012024/NPB/000125,2024-01-26,SELES NABATI,,"Rp2,946,950",KREDIT,2024-01-26,,0,IKA
022024/NPB/000073,2024-02-28,SELES NABATI,,"Rp2,867,207",KREDIT,2024-02-28,,0,IKA
042024/NPB/000044,2024-04-24,SELES NABATI,,"Rp34,000",TUNAI,2024-04-24,,0,IKA
042024/NPB/000045,2024-04-24,SELES NABATI,,"Rp32,400",TUNAI,2024-04-24,,0,IKA
042024/NPB/000047,2024-04-24,SELES NABATI,,"Rp1,312,800",TUNAI,2024-04-24,,0,IKA
042024/NPB/000239,2024-04-30,SELES NABATI,,"Rp267,203",TUNAI,2024-04-30,,0,MEI
042024/NPB/000241,2024-04-30,SELES NABATI,,"Rp203,400",TUNAI,2024-04-30,,0,MEI
042024/NPB/000242,2024-04-30,SELES NABATI,,"Rp439,200",TUNAI,2024-04-30,,0,MEI
042024/NPB/000243,2024-04-30,SELES NABATI,,"Rp200,400",TUNAI,2024-04-30,,0,MEI
042024/NPB/000244,2024-04-30,SELES NABATI,,"Rp300,600",TUNAI,2024-04-30,,0,MEI
